Chùa Tiêu Sơn,"Chùa tên Thiên Tâm Tự, thường gọi là chùa Tiêu, thuộc xã Tương Giang, thị xã Từ Sơn, tỉnh Bắc Ninh, cách Hà Nội 20 km về phía Bắc dọc theo quốc lộ 1A. Chùa được dựng từ thời Lý"
Chùa Tiêu Sơn," Chùa là nơi tu thiền và giảng pháp của nhiều cao tăng thời Lý, như Thiền sư Vạn Hạnh. SáchTừ điển di tích văn hóa Việt Nam(Hà Nội, 1993) giới thiệu chùa này xưa là nơi trụ trì của Thiền sư Vạn Hạnh đồng thời cũng là nơi sinh của vua Lý Thái Tổ"
Chùa Tiêu Sơn," Thiền sư đã có công nuôi dưỡng, giáo dục Lý Công Uẩn từ thời thơ ấu cho đến lúc trưởng thành, sau trở thành vị vua khai lập vương triều Lý. Sử xưa cho biết ở Viện Cảm Tuyền chùa Thiên Tâm có con chó đẻ con sắc trắng đốm đen thành hình hai chữ “Thiên tử” điều đó ứng với việc vua Lý Thái Tổ sinh năm Giáp Tuất rồi lên làm vua"
Chùa Tiêu Sơn," Chùa được trùng tu nhiều lần. Chùa gồm có: cổng chùa, ngôi chánh điện, nhà Tổ, nhà bia, đài Quán Thế Âm, khu vườn tháp và các công trình khác"
Chùa Tiêu Sơn," Cổng chùa hiện nay được xây năm 1986; đài Bồ tát Quán Thế Âm được dựng năm 2001 giữa hồ nước lớn trước chùa; nhà Tổ được dựng năm 2002 và ngôi chánh điện được dựng năm 2003. Ở chùa có tấm bia đá (cao 0,68m, ngang 0,40m) khắc bốn chữ: “Lý Gia Linh Thạch”, niên đại Cảnh Thịnh nguyên niên (1793) ghi chép sự tích về Lý Công Uẩn"
Chùa Tiêu Sơn," Điện Phật được bài trí trang nghiêm, thờ tượng Tam Thế Phật, Di Đà Tam Tôn …; các ban thờ Bồ tát Quán Thế Âm, động Quán Thế Âm, ban thờ Hộ Pháp, ban thờ Tôn giả A Nan và ban thờ Trưởng lão Cấp Cô Độc. Trên núi Tiêu có tượng Quốc sư Vạn Hạnh ngồi tọa thiền, cao 8m, mặt hướng về kinh thành Thăng Long, dựng năm 1992"
Chùa Tiêu Sơn," Chùa xưa từng lưu giữ ván in sáchThiền uyển tập anh,một tác phẩm ghi chép về các danh tăng Việt Nam có giá trị về văn học, sử học, triết học. Đặc biệt, chùa còn giữ tháp mộ và nhục thân Thiền sư Như Trí, viên tịch năm Quý Mão (1723), là vị trụ trì chùa, người có công khắc in cuốnThiền Uyển tập anh"
Chùa Tiêu Sơn,"Ngày 13/3/2004, nhục thân Ngài đã được PGS.TS Nguyễn Lân Cường cho thỉnh chuyển về chùa Duệ Khánh, xã Nội Duệ (Bắc Ninh) cách chùa 3 km để thực hiện dự án tu bổ - bảo quản"
Chùa Tiêu Sơn," Công việc hoàn thành vào ngày 26/9/2004. Khi tu bổ, các quy trình bọc vải, bó, hom, lót, thí, được thể hiện đầy đủ và thận trọng với 13 lớp sơn và thếp bạc"
Chùa Tiêu Sơn," Pho tượng gốc nặng 34kg, chiều cao ngồi 78,5cm được đặt ở nhà Tổ trong một khám sơn son thếp vàng có hộp kính kín dày 10mm, chứa đầy khí nitơ để bảo vệ. Tâm bia Tháp Viên Tuệ do Thiền phái Trúc Lâm dựng năm 2004 tại bảo tháp của Thiền sư Như Trí cho biết có thể Ngài là đệ tử nối pháp của Thiền sư Chân Nguyên, trụ trì chùa Long Động ở Yên Tử theo dòng kệ truyền pháp: Minh Chân Như Tính Hải Kim Tường Phổ Chiếu Thông Chí Đạo Thành Chính Quả Giác Ngộ Chứng Chân Không"
Chùa Tiêu Sơn,Chùa đã được Bộ Văn hóa và Thông tin công nhận là Di tích lịch sử - văn hóa quốc gia.
Thành cổ Bắc Ninh,"Thành cổ Bắc Ninh, công trình kiến trúc nghệ thuật quân sự tiêu biểu của tỉnh Bắc Ninh, được xây dựng từ năm 1805, thời vua Gia Long triều Nguyễn, trên địa phận các làng Đỗ Xá, huyện Võ Giàng (nay thuộc phường Ninh Xá), làng Hòa Ðình, huyện Tiên Du (nay thuộc phường Võ Cường) và làng Yên Xá, huyện Yên Phong (nay thuộc phường Vệ An), các địa danh trên nay đều thuộc thành phố Bắc Ninh. Đây là ngôi thành cổ đầu tiên của Việt Nam được xây dựng theo đồ án hình lục giác và là một trong bốn tòa thành đẹp nhất vùng Bắc Kỳ thời bấy giờ"
Thành cổ Bắc Ninh," Thành có diện tích 545.000 m2, tường cao 9 thước đắp bằng đất đá, sau thay bằng gạch đá, xung quanh có hào nước sâu bao bọc"
Thành cổ Bắc Ninh," Thành có 4 cổng, mỗi cổng đều có cầu đi qua hào, bên trong thành có sắp xếp các bộ phận gồm Doanh trấn thủ, Ðài bác vọng, Kho thuốc súng, Nhà công đồng. Theo lịch sử, thời nhà Nguyễn, Thành cổ Bắc Ninh là trung tâm bộ máy cai quản hành chính hai tỉnh Bắc Ninh - Thái Nguyên"
Thành cổ Bắc Ninh," Thời thuộc Pháp, xác định rõ vị trí tầm quan trọng của tòa Thành này, ngày 16/5/1925, toàn quyền Đông Dương đã ký quyết định xếp hạng di tích thành Bắc Ninh là công trình kiến trúc nghệ thuật tiêu biểu. Tháng 8/1945, sau khi bị Nhật xâm chiếm, nhân dân Bắc Ninh đã bao vây quân Nhật trong thành, tiến hành cuộc khởi nghĩa giành chính quyền, ép Nhật phải trả lại thành"
Thành cổ Bắc Ninh," Trong lịch sử đấu tranh của dân tộc Việt Nam, Thành cổ Bắc Ninh từng là một vị trí quân sự đặc biệt quan trọng, nằm trong tuyến phòng thủ phía Bắc, bảo vệ Thủ đô, ngăn chặn các đạo quân xâm lược trước cửa ngõ Kinh thành Thăng Long. Đây cũng là một trung tâm chính trị, quân sự, là lỵ sở của trấn Kinh Bắc (nay là tỉnh Bắc Ninh)"
Thành cổ Bắc Ninh," Thành cổ Bắc Ninh cũng là nơi ghi dấu những sự kiện gắn với quá trình phát triển của tỉnh và phong trào cách mạng của tỉnh Bắc Ninh do Đảng ta lãnh đạo. Năm 1980, Thành cổ được UBND tỉnh Hà Bắc xếp hạng Di tích lịch sử, kiến trúc nghệ thuật tiêu biểu và giao cho UBND thị xã Bắc Ninh (nay là thành phố Bắc Ninh) đảm nhận"
Thành cổ Bắc Ninh," Đến năm 2005, HĐND thành phố Bắc Ninh đã có Nghị quyết số 23/NQ-HĐND về việc bảo vệ và phát huy giá trị di tích lịch sử thành cổ Bắc Ninh. Tuy nhiên cho đến nay, ngôi Thành này chưa hề được tu bổ, tôn tạo; đặc biệt là sự xâm lấn của con người đã làm cho di tích ngày càng bị xuống cấp nghiêm trọng"
Thành cổ Bắc Ninh," Dấu tích còn lại của Thành cổ Bắc Ninh là ba cổng thành, một phần bờ thành và dãy hào sâu, 2 khẩu súng thần công, trong đó nổi bật là cổng tiền với đài gác vọng, cột cờ cao gần 20 mét. Những giá trị và hiện trạng của thành cổ Bắc Ninh nói riêng và những di sản văn hóa khác đang đặt ra yêu cầu cấp bách trong việc xây dựng quy hoạch bảo tồn và phát huy giá trị văn hóa, phát huy nguồn lực cho việc thực hiện mục tiêu chiến lược đưa Bắc Ninh trở thành thành phố trực thuộc Trung ương"
Thành cổ Bắc Ninh," Bảo tồn, tôn tạo thành cổ Bắc Ninh chính là việc làm thiết thực, góp phần phát triển kinh tế - xã hội nhanh và bền vững, đưa Bắc Ninh trở thành đô thị văn minh, hiện đại và hướng tới mục tiêu phát triển bền vững."
Di tích Pắc Bó,"Di tích PắcBóthuộcxãTrườngHà, huyệnHàQuảng, tỉnh Cao Bằng, cách TP. Cao Bằng 55km về phía bắc"
Di tích Pắc Bó," Pắc Bó là di tích cách mạng nổi tiếng, nơi Bác Hồ làm việc và trực tiếp lãnh đạo cách mạng ViệtNam. Tên Pắc Bó còn có nghĩa đen là “miệng nguồn”"
Di tích Pắc Bó," Pắc Bó có hang Cốc Bó được Chủ tịch Hồ Chí Minh chọn làm nơi ở sau hơn 30 năm bôn ba ở nước ngoài trở về Tổ quốc (08/02/1941) để trực tiếp lãnh đạo cách mạng ViệtNam. Các di tích ở khu này gồm có: - Hang Bo Bam, bãi Cò Rạc, Hang Cốc Bó - Suối Lê-nin, núi Các Mác"
Di tích Pắc Bó,- Suối Nậm: Nơi Chủ tịch Hồ Chí Minh trực tiếp huấn luyện cán bộ và tổ chức nhiều cuộc họp quan trọng của Trung ương. Ði trên những tảng đá nhám rêu phong dọc bờ suối là nơi Bác Hồ thường ngồi làm việc và câu cá sẽ đến một chiếc cầu gỗ bắc ngang cửa khe Cốc Bó
Di tích Pắc Bó,Ðây là nơi khởi nguồn của suối Lê-nin. Hang Pắc Bó hiện ra bên sườn núi đá lởm chởm
Di tích Pắc Bó," Ðứng ngoài cửa hang nhìn xuống, trên vách đá tranh tối tranh sáng còn thấy được dòng chữ của Người: ""Ngày 8 tháng 2 năm 1941"". Ðấy là ngày Bác đến ở hang này, một cái hang nhỏ, ẩm và lạnh, nằm sâu trong khe núi, chẳng mấy ai để ý tới"
Di tích Pắc Bó," Phía trước cửa hang Pắc Bó khoảng 1.000m, có một lán nhỏ bên sườn núi Khuổi Nậm"
Di tích Pắc Bó," Nơi đây Bác Hồ triệu tập Hội nghị Trung ương lần thứ Tám, ra nghị quyết chuẩn bị vũ trang khởi nghĩa, thành lập Việt Minh và Chiến khu cách mạng. Cách cái lán nhỏ này vài bước chân là đường biên giới Việt Trung - cột mốc 108"
Di tích Pắc Bó," Nơi đây, Bác Hồ đã cúi xuống ôm hôn mảnh đất Tổ quốc thân thương sau bao năm xa cách. Khi đó Bác đã 50 tuổi, mái tóc đã pha sương"
Di tích Pắc Bó," Thăm khu di tích lịch sử này, du khách hiểu sâu sắc hơn về cuộc đời vĩ đại của Chủ tịch Hồ Chí Minh, để rồi trong ký ức họ sống mãi những vần thơ lạc quan cách mạng của Người: ""Sáng ra bờ suối, tối vào hang Cháo bẹ rau măng vẫn sẵn sàng Bàn đá chông chênh dịch sử Ðảng Cuộc đời cách mạng thật là sang""."
Khu di tích rừng Trần Hưng Đạo,"Khu di tích Quốc gia đặc biệt rừng Trần Hưng Đạo nằm dưới chân núi Slam Cao thuộc địa bàn 2 xã Tam Kim, Hoa Thám (huyện Nguyên Bình, tỉnh Cao Bằng) và cách thành phố Cao Bằng khoảng 50km về phía tây nam. Đây là nơi lưu giữ một hệ thống các di tích gắn liền với giai đoạn lịch sử đặc biệt quan trọng của cách mạng Việt Nam và đến nay đã trở thành địa chỉ đỏ trên hành trình về nguồn Cao Bằng"
Khu di tích rừng Trần Hưng Đạo," Khu di tích quốc gia đặc biệt rừng Trần Hưng Đạo là nơi ghi dấu sự thành lập và hoạt động của Đội Việt Nam Tuyên truyền Giải phóng quân (Đội VNTTGPQ), tiền thân của Quân đội nhân dân Việt Nam. Đồng thời, đây cũng là nơi gắn liền với cuộc đời và sự nghiệp hoạt động cách mạng của Đại tướng Võ Nguyên Giáp - người học trò xuất sắc của Chủ tịch Hồ Chí Minh"
Khu di tích rừng Trần Hưng Đạo," Khu di tích gồm 5 điểm quan trọng: Cụm di tích rừng Trần Hưng Đạo (gồm Địa điểm thành lập Đội Việt Nam Tuyên truyền Giải phóng quân, Lán nghỉ và bếp ăn, mỏ nước phục vụ nước sinh hoạt, Đỉnh Slam Cao); Hang Thẳm Khẩu (xã Tam Kim) - từng được sử dụng làm trạm liên lạc, đưa cơm phục vụ cho các đồng chí hoạt động cách mạng; Đồn Phai Khắt (xã Tam Kim) - nơi diễn ra trận đầu ra quân của đội Việt Nam Tuyên truyền Giải phóng quân (25/12/1944); Đồn Nà Ngần (xã Hoa Thám) - nơi ghi dấu trận đánh thứ 2 giành thắng lợi của Đội Việt Nam Tuyên truyền Giải phóng quân (26/12/1944); di tích Vạ Phá (xã Tam Kim). Với những giá trị lịch sử này, năm 2013, Thủ tướng Chính phủ đã quyết định xếp hạng Di tích lịch sử Rừng Trần Hưng Đạo (huyện Nguyên Bình, tỉnh Cao Bằng) là di tích quốc gia đặc biệt"
Khu di tích rừng Trần Hưng Đạo," Từ đó, công tác bảo tồn, tôn tạo và phát huy giá trị di tích được địa phương đặc biệt quan tâm thông qua việc nâng cấp tuyến đường từ đèo Cao Bắc và tuyến đường từ tỉnh lộ 34 vào khu di tích, xây dựng và đưa vào sử dụng các công trình nhà đón tiếp, nhà tưởng niệm. Đặc biệt, Nhà trưng bày tại khu di tích sau khi được hoàn thành, đưa vào sử dụng đã góp phần tôn vinh và tri ân thế hệ đi trước, đồng thời bảo tồn, tôn tạo và phát huy giá trị khu di tích"
Khu di tích rừng Trần Hưng Đạo," Các hiện vật tại đây được trưng bày tập trung, đảm bảo tính khoa học và giá trị lịch sử chân thực theo 3 chủ đề: Cao Bằng - Đất nước, con người và truyền thống; Quá trình hình thành, ra đời và hoạt động của Đội VNTTGPQ; Quân đội anh hùng truyền thống vẻ vang. Đến với Khu di tích quốc gia đặc biệt rừng Trần Hưng Đạo, du khách không chỉ được tìm hiểu truyền thống lịch sử vẻ vang với nhiều điểm di tích mà còn được khám phá, chiêm ngưỡng vẻ đẹp của khu rừng nguyên sinh"
Khu di tích rừng Trần Hưng Đạo," Với diện tích rộng trên 201,7 ha, rừng Trần Hưng Đạo còn giữ được vẻ đẹp hoang sơ với bầu không khí trong lành và là điểm đến của hàng ngàn du khách trong nước cũng như quốc tế. Nằm sâu dưới những tán cây cổ thụ là nhà bia 34 chiến sĩ của Đội VNTTGPQ, lán nghỉ và bếp ăn mô phỏng lại cuộc sống đời thường giản dị của các chiến sĩ"
Khu di tích rừng Trần Hưng Đạo," Men theo con dốc nhỏ chừng 50m là mỏ nước tự nhiên, cũng là điểm lấy nước sinh hoạt của các chiến sĩ, trải qua nhiều năm vẫn cho ra những dòng nước mát lạnh và trong vắt. Cũng tại rừng Trần Hưng Đạo, cây sấu cổ thụ 300 năm tuổi từng gắn bó mật thiết với đời sống hàng ngày của Đội VNTTGPQ đã được công nhận là Cây di sản Việt Nam"
Khu di tích rừng Trần Hưng Đạo," Trải qua 75 năm, những dấu tích từ thuở đầu thành lập Đội VNTTGPQ luôn được đồng bào các dân tộc tỉnh Cao Bằng trân trọng và gìn giữ, góp phần giáo dục tinh thần yêu nước và truyền thống cách mạng cho các thế hệ trẻ sau này. Khu rừng nguyên sinh rộng lớn xòe từng tán cây, bao bọc những di tích thiêng thiêng trong tháng ngày hoạt động cách mạng gian khó của Đại tướng Võ Nguyên Giáp và Đội VNTTGPQ"
Thác Bản Giốc,"Thác Bản Giốc thuộc địa phận xã Đàm Thủy, huyện Trùng Khánh, tỉnh Cao Bằng. Bản Giốc là thác nước cao hùng vĩ và đẹp nhất của Việt Nam"
Thác Bản Giốc," Thác Bản Giốc của Việt Nam nổi tiếng là một trong những thác nước tự nhiên lớn nhất Đông Nam Á. Thác sở hữu vẻ đẹp đan xen giữa nét hùng vĩ, dữ dội với nét mộng mơ hiền hòa và trữ tình sâu lắng"
Thác Bản Giốc," Cách Thủ đô Hà Nội khoảng 335km, thác Bản Giốcnằm ở xã Đàm Thủy, huyện Trùng Khánh, tỉnh Cao Bằng.Đây là nhóm thác nước nằm trên dòng sông Quây Sơn, tại biên giới giữa Việt Nam và Trung Quốc"
Thác Bản Giốc," Từ độ cao hơn 60m với tầng dốc dài nhất 30m,những khối nước lớn đổ xuống qua nhiều tầng đá, cuồn cuộn tuôn chảy như những dải lụa trắng lấp lánh,uốn lượn mềm mại giữa sắc xanh bạt ngàn của núi rừng. Vào mùa mưa (khoảng tháng 5 đến tháng 11), thác Bản Giốc mang trong mình vẻ đẹp hùng vĩ và dữ dội"
Thác Bản Giốc," Tháng 9 – 10 là thời gian lý tưởng để khám phá thác Bản Giốc đầy nước trong xanh với dòng nước tuôn chảy tung bọt trắng xóa như sương tỏa mờ cả một vùng rộng lớn.Từ tháng 12 đến tháng 4 năm sau là mùa khô, dòng nước hiền hòa và êm đềm hơn"
Thác Bản Giốc," Lúc này, thác Bản Giốc đẹp như “nàng công chúa ngủ trong rừng”. Từng dòng nước xanh trong đổ xuống, cùng với những thửa ruộng chín vàng nối tiếp nhau dưới chân thác tạo nên một khung cảnh nên thơ trữ tình"
Thác Bản Giốc,"Du khách có thể lựa chọn thong dong ngắm cảnh trên những chiếc bè mộc mạc hay du ngoạn bằng thuyền kayak trên dòng sông Quây Sơn. Cao Bằng không chỉ hấp dẫn bởi cảnh sắc thiên nhiên mà còn thu hút du khách bởi những trải nghiệm văn hóa bản địa đặc sắc như: tìm hiểu phong tục tập quán của cộng đồng Tày, Nùng; lắng nghe người dân kể về những huyền thoại của vùng đất này; thưởng thức điệu Then ngọt ngào, sâu lắng, tay trong tay nhảy múa bên ánh lửa bập bùng; thưởng thức ẩm thực phong phú, đậm đà hương vị của miền non nước Cao Bằng…Đến với Cao Bằng để khám phá thác Bản Giốc, du khách không nên bỏ lỡ dịp thưởng thức ẩm thực nơi đây nổi tiếng với món đặc sản cá trầm hương, vịt quay 7 vị và vô số món ăn vặt khác như bánh khảo, bánh chè lam, bánh trứng kiến"
Thác Bản Giốc," Giữa bốn bề đại ngàn xanh thẳm, thác Bản Giốc hiện ra đẹp như một miền cổ tích làm xốn xang lòng người, hứa hẹn sẽ đem lại cho du khách những trải nghiệm hấp dẫn khi đến với nơi này."
Khu di tích Đông Khê,"Trận Đông Khê là trận tiến công địch trong công sự vững chắc lớn nhất của Việt Minh kể từ sau ngày độc lập tới thời điểm năm 1950. Trận đánh đã đánh dấu sự phát triển của quân đội Việt Minh, làm cơ sở cho sự hình thành chiến thuật sau này"
Khu di tích Đông Khê," Nằm trên một ngọn đồi cao ở thị trấn Đông Khê, huyện Thạch An, tỉnh cao Cao Bằng, đồn Đông Khê là nơi diễn ra trận đánh mở màn cho chiến dịch Biên giới thu – đông năm 1950, tạo tiền đề cho cuộc kháng chiến vĩ đại của dân tộc. Cụm di tích đồn Đông Khê bao gồm các di tích chủ yếu là hệ thống lô cốt và hầm ngầm của địch cùng nhiều công trình khác như hệ thống hàng rào, công sự, cổng đồn có ụ súng đặt hoả lực 12, các địa điểm đóng quân và đồn trú của địch"
Khu di tích Đông Khê," Đông Khê là cụm cứ điểm quan trọng trên tuyến phòng thủ Quốc lộ 4 của Pháp. Lực lượng địch gồm 2 đại đội lính lê dương và một trung đội ngụy quân, trang bị pháo 105mm, 57mm, pháo cối và hỏa lực mạnh khác"
Khu di tích Đông Khê," Từ ngày 16/9/1950, Tổng Tham mưu trưởng Hoàng Văn Thái trực tiếp chỉ huy trận Đông Khê nhằm tiêu diệt cụm cứ điểm Đông Khê, cô lập địch ở Cao Bằng, tạo điều kiện đánh viện binh địch trên Quốc lộ 4. Trận đánh này diễn ra theo 2 giai đoạn"
Khu di tích Đông Khê," Giai đoạn 1, từ 6h ngày 16/9/1950 đến rạng sáng 17/9/1950. Ta tiêu diệt các cứ điểm ngoại vi; tiến công địch liên tục, chiếm được 5 đồn tiền tiêu, nhưng chưa phát triển được"
Khu di tích Đông Khê," Địch tập trung hỏa lực và xung lực phản kích chiếm lại 3 đồn, gây cho ta nhiều khó khăn. Sang giai đoạn 2, từ 17h ngày 17/9/1950, Chỉ huy trưởng mặt trận để Trung đoàn 174 chuyển hướng đột phá từ hướng Bắc sang hướng Đông Bắc nhằm kiềm chế địch, để tập trung lực lượng tiêu diệt địch trong trung tâm, đồng thời thay đổi hướng tiến công chủ yếu sang phía Đông"
Khu di tích Đông Khê," 3 giờ ngày 18/9, pháo binh ta bắn vào các mục tiêu địch trong trung tâm. Trên các hướng, bộ đội ta xung phong tiến công và xuất hiện nhiều gương chiến đấu dũng cảm như Lý Văn Mưu, La Văn Cầu, Trần Cừ"
Khu di tích Đông Khê," Trước sức tiến công quyết liệt của bộ đội ta, địch phải lui về khu nhà chỉ huy cố thủ. 4h30 phút ngày 18/9, quân ta thọc sâu chiếm Sở chỉ huy, buộc số địch còn lại xin hàng, bắt chỉ huy trưởng cứ điểm và sĩ quan tham mưu"
Khu di tích Đông Khê," Đến 10 giờ cùng ngày, ta làm chủ trận địa, trận đánh kết thúc. Sau hơn 2 ngày chiến đấu với hình thức chiến thuật công kiên, ta chiếm được cứ điểm Đông Khê, đập vỡ mắt xích quan trọng trên tuyến phòng thủ Quốc lộ 4 của Pháp, loại khỏi vòng chiến đấu 300 quân Âu-Phi, thu toàn bộ vũ khí"
Khu di tích Đông Khê," Chiến thắng của trận Đông Khê đã tạo điều kiện quyết định cho chiến dịch phát triển, buộc địch phải rút khỏi Cao Bằng, tạo cơ hội cho ta tiêu diệt viện binh địch trong giai đoạn tiếp sau. Các sử gia sau này đánh giá, trận Đông Khê là trận tiến công địch trong công sự vững chắc lớn nhất của ta kể từ sau ngày độc lập tới thời điểm năm 1950"
Khu di tích Đông Khê," Trận đánh đã đánh dấu sự phát triển của quân đội Việt Minh, làm cơ sở cho sự hình thành chiến thuật sau này. Với ý nghĩa lịch sử to lớn, di tích Đông Khê đã được công nhận là di tích lịch sử cách mạng cấp quốc gia của Việt Nam"
Văn Miếu Bắc Ninh,"Văn miếu Bắc Ninh được khởi dựng vào thời Lê, thời kỳ Nho giáo có ảnh hưởng quan trọng tới nền chính trị của dân tộc, đây là một trong ít Văn miếu hàng tỉnh ở nước ta được xây dựng. Theo sách Đại Nam Nhất thống chí do Quốc Sử Quán triều Nguyễn biên soạn và bia “Trùng tu Bắc Ninh bi đình ký” dựng vào năm Duy Tân thứ 6 (1912) cho biết: “Văn miếu Bắc Ninh ở phía Đông Bắc tỉnh thành thuộc Sơn Phận xã Thị Cầu, huyện Võ Giàng được tu bổ vào năm Gia Long thứ nhất (1802), làm lại năm Triệu Trị thứ 4 (1844)”"
Văn Miếu Bắc Ninh," Tuy nhiên qua thời gian nhất là giai đoạn đất nước ta bị thực dân Pháp xâm lược, triều đình phong kiến nhà Nguyễn thiếu sự quan tâm, chú ý nên Văn miếu Bắc Ninh bị hư hại hoang phế. Đến năm Quý Tỵ, niên hiệu Thành Thái thứ 5 (1893), quan Đốc học tỉnh Bắc Ninh là Đỗ Trọng Vỹ, người xã Đại Mão, huyện Thuận Thành vận động các vị văn thân, chức sắc, nhân dân các địa phương góp tiền của chuyển Văn miếu về núi Phúc Sơn (nay thuộc Khu 10, phường Đại Phúc, thành phố Bắc Ninh)"
